image_path,label
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1226.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1227.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1228.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1229.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_123.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1230.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1231.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1232.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1233.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1234.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1235.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1236.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1237.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1238.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1239.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_124.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1240.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1241.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1242.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1243.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1244.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1245.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1246.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1247.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1248.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1249.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_125.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1250.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1251.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1252.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1253.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1254.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1255.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1256.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1257.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1258.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1259.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_126.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1260.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1261.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1262.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1263.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1264.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1265.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1266.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1267.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1268.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1269.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_127.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1270.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1271.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1272.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1273.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1274.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1275.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1276.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1277.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1278.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1279.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_128.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1280.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1281.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1282.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1283.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1284.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1285.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1286.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1287.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1288.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1289.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_129.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1290.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1291.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1292.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1293.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1294.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1295.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1296.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1297.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1298.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1299.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_13.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_130.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1300.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1301.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1302.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1303.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1304.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1305.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1306.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1307.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1308.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1309.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_131.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1310.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1311.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1312.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1313.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1314.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1315.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1316.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1317.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1318.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1319.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_132.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1320.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1321.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1322.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1323.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1324.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1325.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1326.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1327.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1328.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1329.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_133.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1330.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1331.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1332.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1333.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1334.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1335.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1336.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1337.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1338.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1339.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_134.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1340.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1341.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1342.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1343.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1344.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1345.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1346.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1347.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1348.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1349.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_135.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1350.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1351.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1352.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1353.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1354.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1355.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1356.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1357.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1358.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1359.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_136.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1360.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1361.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1362.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1363.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1364.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1365.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1366.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1367.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1368.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1369.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_137.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1370.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1371.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1372.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1373.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1374.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1375.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1376.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1377.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1378.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1379.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_138.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1380.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1381.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1382.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1383.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1384.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1385.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1386.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1387.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1388.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1389.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_139.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1390.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1391.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1392.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1393.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1394.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1395.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1396.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1397.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1398.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1399.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_14.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_140.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1400.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1401.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1402.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1403.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1404.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1405.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1406.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1407.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1408.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1409.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_141.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1410.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1411.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1412.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1413.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1414.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1415.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1416.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1417.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1418.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_1419.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_142.png,0
